WELL_ID,WELL_ADDRE,WELL_CITY,COUNTY,WELL_DEPTH,DIAMETER,longitude,latitude
280304301,3204 N. BOWDEN RD.,AVON PARK,HIGHLANDS,125,4,81-32-34.306,27-38-40.838
280306901,371 CATFISH CREEK RD.,LAKE PLACID,HIGHLANDS,0,2,81-23-30.317,27-16-44.782
280313101,93 RECREATION DR.,VENUS,HIGHLANDS,60,2,81-19-52.371,27-8 -3.9480
280313601,61 LEISURE LANE,VENUS,HIGHLANDS,60,2,81-20-6.4060,27-7 -28.197
280315401,149 MCCOY DRIVE,LAKE PLACID,HIGHLANDS,0,2,81-21-15.565,27-17-12.876
280317901,2231 E. CLARADGE AVE.,AVON PARK,HIGHLANDS,0,1,81-27-21.424,27-32-29.242
280320101,3132 HOLIDAY BEACH DR.,AVON PARK,HIGHLANDS,0,1,81-28-29.766,27-32-44.333
280320401,2560 E. LAKE BONNETT ROAD,SEBRING,HIGHLANDS,0,2,81-26-58.849,27-33-6.5570
280329501,2799 W. COUNTY LINE RD,AVON PARK,HIGHLANDS,0,0,81-32-56.151,27-38-46.674
280329701,2929 N. BOWDEN ROAD,AVON PARK,HIGHLANDS,0,2,81-32-41.844,27-38-22.414
280339001,2509 SR 17 SOUTH,AVON PARK,HIGHLANDS,0,2,81-27-5.0780,27-33-16.503
280345001,177 SUNSET DR,LAKE PLACID,HIGHLANDS,0,2,81-21-4.5590,27-15-48.654
280355101,3509 PLACID VIEW DRIVE,LAKE PLACID,HIGHLANDS,0,0,81-22-50.206,27-14-53.064
280372401,2142 BONITA RD,AVON PARK,HIGHLANDS,0,2,81-32-7.7400,27-37-52.550
280373801,2228 W REED RD,AVON PARK,HIGHLANDS,80,2,81-32-21.790,27-35-33.640
290019501,17604 US 41 NORTH,LUTZ,HILLSBOROU,0,0,82-27-46.000,28-8 -19.000
290022001,135 E. 145TH AVENUE,TAMPA,HILLSBOROU,0,0,82-27-27.695,28-4 -41.632
290033401,116 E. 143 AVE.,TAMPA,HILLSBOROU,0,0,82-27-29.808,28-4 -34.568
290042101,9918 SEVEN ROADS PLACE,THONOTOSASSA,HILLSBOROU,0,0,82-19-16.720,28-3 -7.9600
290061701,209 W. LAMBRIGHT,TAMPA,HILLSBOROU,0,0,82-27-39.812,28-0 -23.443
290065401,9611 JOE EBERT RD.,THONOTOSASSA,HILLSBOROU,0,4,82-19-46.841,28-2 -6.4030
290072201,3209 S. JAPTUCKER RD.,PLANT CITY,HILLSBOROU,0,4,82-6 -8.4670,27-58-23.527
290078001,11481 HWY 301,THONOTOSASSA,HILLSBOROU,0,0,82-19-28.513,28-2 -57.311
290093801,12723 LINDA DR.,TAMPA,HILLSBOROU,0,0,82-27-43.416,28-3 -50.040
290097901,4107 E. SEWAHA,TAMPA,HILLSBOROU,100,4,82-24-48.661,28-2 -3.7680
290101701,710 E. 126TH AVE.,TAMPA,HILLSBOROU,0,4,82-27-13.799,28-3 -41.191
290104201,2107 W. OKALOOSA,TAMPA,HILLSBOROU,0,0,82-28-50.671,28-1 -54.239
290104501,2715 W. PALMETTO,TAMPA,HILLSBOROU,0,2,82-29-16.285,27-57-45.378
290108301,14926 PINECREST,TAMPA,HILLSBOROU,0,0,82-27-26.370,28-5 -13.140
290109001,14920 PINECREST,TAMPA,HILLSBOROU,40,0,82-27-26.053,28-5 -9.2830
290111901,13688 GLENN HARWELL RD.,DOVER,HILLSBOROU,0,3,82-12-28.908,28-1 -32.477
290113301,9918 108TH AVE.,THONOTOSASSA,HILLSBOROU,0,4,82-19-21.530,28-2 -44.990
290114701,10220 HARNEY RD.,THONOTOSASSA,HILLSBOROU,0,2,82-18-58.380,28-3 -13.600
290125201,5115 W. KNOX,TAMPA,HILLSBOROU,0,0,82-31-53.940,28-0 -22.990
290136201,11530 WALKER RD.,THONOTOSASSA,HILLSBOROU,0,0,82-3 -24.820,28-2 -8.9640
290142301,8301 N. 46TH STREET,TAMPA,HILLSBOROU,0,4,82-24-35.107,28-1 -27.066
290147701,701 EAST 137TH AVE,TAMPA,HILLSBOROU,210,4,82-27-12.000,28-4 -16.000
290154301,3404 E 27TH PL,TAMPA,HILLSBOROU,0,3,82-21-25.272,27-58-29.244
290154701,8440 E 27TH AVE,TAMPA,HILLSBOROU,0,0,82-21-31.032,27-58-29.568
290171401,7733 W HILLSBOROUGH AVE,TAMPA,HILLSBOROU,0,0,82-34-0.6960,27-59-48.228
290171601,7743 1/2  W HILLSBOROUGH AVE,TAMPA,HILLSBOROU,0,0,82-34-1.0560,27-59-48.228
290189801,4406 CORONET ROAD,PLANT CITY,HILLSBOROU,0,0,82-4 -46.670,27-59-2.8900
290195101,4705 MULLINS RD,TAMPA,HILLSBOROU,0,0,82-31-21.780,28-2 -1.0200
290200601,4312 CORONET RD,PLANT CITY,HILLSBOROU,0,0,82-4 -48.940,27-59-5.8100
290208401,2123 S WIGGINS RD,PLANT CITY,HILLSBOROU,0,0,82-3 -51.740,27-59-23.910
290216401,2412 N. BETHLEHAM,DOVER,HILLSBOROU,0,0,82-13-10.603,27-59-13.474
290221701,4213 UNCLE BRACK AVE,SUN CITY,HILLSBOROU,0,5,82-28-45.646,27-40-44.108
310001901,250 NEWPORT DR.,VERO BEACH,INDIAN,0,0,80-29-57.503,27-34-30.647
310007601,6000 8 STREET,VERO BEACH,INDIAN,0,0,80-26-52.354,27-36-59.288
310008301,2455 S.W. 28TH AVE.,VERO BEACH,INDIAN,0,0,80-24-59.260,27-33-38.347
310008801,586 JOY HAVEN DRIVE,SEBASTIAN,INDIAN,0,0,80-29-5.8920,27-45-28.260
310011401,4036 43 AVENUE,VERO BEACH,INDIAN,125,3,80-25-45.100,27-39-58.900
310012001,21 OLD DIXIE HWY S.W.,VERO BEACH,INDIAN,80,2,80-23-10.030,27-36-7.0600
310019601,4115 47TH AVENUE,VERO BEACH,INDIAN,0,2,80-26-5.7620,27-40-5.5890
320006301,"RT. 3, BOX 804",MARIANNA,JACKSON,0,0,85-8 -10.739,30-46-33.668
320010201,"RT. 1, BOX 49",GREENWOOD,JACKSON,0,0,85-9 -37.268,30-54-36.854
320011603,5671 GROVE ROAD,BASCOM,JACKSON,0,0,85-6 -37.060,30-58-27.260
320015001,P.O. BOX 427,MALONE,JACKSON,0,0,85-9 -37.764,30-55-33.666
320019001,1038 STONE ROAD,GRAND RIDGE,JACKSON,0,0,85-0 -44.020,30-38-17.245
320025801,3635 FLAT ROAD,GREENWOOD,JACKSON,0,0,85-4 -43.767,30-49-43.675
320027401,"RT. 2, BOX 108",MARIANNA,JACKSON,0,0,85-12-52.000,30-52-13.439
320036901,7176 SHADY GROVE ROAD,GRAND RIDGE,JACKSON,0,0,85-0 -25.471,30-41-9.0890
320048301,3852 SWEET POND ROAD,GREENWOOD,JACKSON,80,4,85-2 -16.853,30-50-36.632
320049104,"RT. 1, BOX 223",GREENWOOD,JACKSON,0,0,85-2 -6.6830,30-53-28.526
320054801,5122 BASSWOOD ROAD,BASCOM,JACKSON,112,0,85-7 -3.0540,30-56-13.392
320055801,P.O. BOX 143,BASCOM,JACKSON,50,0,85-5 -14.745,30-53-39.466
320068901,"RT. 3, BOX 517",MARIANNA,JACKSON,0,0,85-10-1.8430,30-49-35.171
320079602,"RT. 1, BOX 144-G",GREENWOOD,JACKSON,0,0,85-9 -17.191,30-55-41.527
320079904,5371 PRAIRIEVIEW ROAD,GREENWOOD,JACKSON,0,0,85-8 -47.560,30-52-57.039
320082002,4121 OLD US HWY,GREENWOOD,JACKSON,0,0,85-12-47.509,30-51-49.939
320084301,5735 GEMSTONE ROAD,BASCOM,JACKSON,0,0,85-7 -4.6710,30-58-52.371
320085001,3908 HWY 69,GREENWOOD,JACKSON,0,4,85-4 -12.600,30-50-34.200
010001801,"RT. 1, BOX 341",GAINESVILLE,ALACHUA,0,0,82-22-26.117,29-48-6.1860
010011901,15414 N.W. 188TH ST.,ALACHUA,ALACHUA,0,0,82-32-34.836,29-47-36.348
010020901,17516 N.W. 278 AVE.,ALACHUA,ALACHUA,0,0,82-31-41.304,29-54-38.088
010026501,18416 PEGGY ROAD,ALACHUA,ALACHUA,0,0,82-32-19.388,29-46-17.446
010032201,3945 NW 36TH STREET,GAINESVILLE,ALACHUA,0,0,82-22-32.650,29-41-24.220
010039801,8914 NW 59 ST,HAGUE,ALACHUA,240,4,82-24-22.120,29-44-10.890
010041501,1012 NE CR 1469,EARLTON,ALACHUA,0,4,82-1 -11.154,29-43-39.025
010045101,4015 NW 33 AVE,GAINESVILLE,ALACHUA,0,0,82-23-6.5760,29-40-58.771
020000301,118 E. MACCLENNY AVENUE,MACCLENNY,BAKER,0,0,82-7 -14.160,30-16-57.828
050000918,555 S. WASHINGTON AVE.,TITUSVILLE,BREVARD,0,0,80-51-42.755,28-38-19.608
050006901,6097 U.S. HWY. 1,PALM BAY,BREVARD,0,0,80-31-34.154,27-55-37.147
050011501,2420 CENTRAL PARK DRIVE,MELBOURNE BEACH,BREVARD,0,0,80-39-38.298,28-8 -45.024
050019601,5319 YARBER AVENUE,COCOA,BREVARD,0,0,80-45-52.056,28-27-32.958
050020401,3780 MINTON RD.,MELBOURNE,BREVARD,0,0,80-40-16.896,28-2 -50.410
050021301,3074 US 1,MIMS,BREVARD,0,0,80-51-11.452,28-40-57.022
060008901,5280 S.W. 145 AVE,FT. LAUDERDALE,BROWARD,0,0,80-20-57.400,26-3 -9.2000
070002401,RT. 1,BLOUNTSTOWN,CALHOUN,0,0,85-2 -39.196,30-31-17.486
080001101,3754 WOODHOLM DRIVE,PUNTA GORDA,CHARLOTTE,0,0,82-0 -38.145,26-56-22.256
080002001,4220 PINECREST DRIVE,PUNTA GORDA,CHARLOTTE,0,0,82-0 -22.859,26-56-36.341
090007201,3519 CLARIDGE AVE,HOMOSASSA,CITRUS,0,4,82-31-59.970,28-48-39.333
100003301,3075 HWY 17,GREEN COVE SPRINGS,CLAY,0,1,81-42-29.899,30-1 -55.550
120005801,LOT 22 SW AIRPARK GLEN (RT 18,LAKE CITY,COLUMBIA,0,0,81-58-26.789,30-8 -41.964
130000601,SW 187 AVE. & SW 248 ST,MIAMI,DADE,0,0,80-29-34.734,25-32-5.1060
130003701,10965 SW 28TH STREET,MIAMI,DADE,0,0,80-21-6.1860,25-44-25.711
130004305,700 W 2ND AVE.,HIALEAH,DADE,0,0,80-17-22.550,25-48-53.725
130011208,3301 GUN CLUB RD.,WEST PALM BEACH,DADE,0,0,80-5 -52.116,26-40-24.024
130016801,9721 WAYNE AVENUE,MIAMI,DADE,0,0,80-20-57.520,25-36-3.1180
130017401,12499 S.W. 80TH AVENUE,MIAMI,DADE,0,0,80-19-26.101,25-39-13.640
130030101,3440 N.W. N. RIVER DRIVE,MIAMI,DADE,0,0,80-15-10.363,25-48-8.6400
130035101,16330 SW 216 ST,MIAMI,DADE,0,0,80-27-23.148,25-33-55.872
130055001,14505 SW 260 STREET,HOMESTEAD,DADE,0,0,80-25-25.075,25-31-31.426
140004501,1626 NE GRAPEFRUIT AVE,ARCADIA,DESOTO,80,2,81-50-56.497,27-15-59.612
140016301,4394 JASMINE AVE SW,ARCADIA,DESOTO,0,3,81-53-27.548,27-9 -35.834
160002601,6608 HYDE GROVE,JACKSONVILLE,DUVAL,0,0,81-45-9.2620,30-17-5.3890
160009301,6423 HYDE PARK ST.,JACKSONVILLE,DUVAL,0,0,81-45-10.519,30-17-8.0020
160016203,3901 MONUMENT RD.,JACKSONVILLE,DUVAL,0,0,81-29-45.276,30-22-26.488
160017503,DEPT OF PUBLIC WORKS,MAYPORT,DUVAL,0,0,81-24-37.895,30-23-18.628
160022401,5555 HYDE PARK AVENUE,JACKSONVILLE,DUVAL,0,0,81-44-28.145,30-17-15.992
160026201,5561 HYDE PARK CIR.,JACKSONVILLE,DUVAL,0,0,81-44-33.004,30-17-13.002
160026401,45 HAY AVE.,JACKSONVILLE,DUVAL,0,0,81-34-57.989,30-18-43.963
160027001,2106 WILSON AVENUE,JACKSONVILLE,DUVAL,0,0,81-36-47.804,30-17-38.608
160027301,7673 103RD STREET,JACKSONVILLE,DUVAL,0,0,81-46-28.546,30-14-52.688
160030001,"15721 NORTHSIDE DR., W.",JACKSONVILLE,DUVAL,0,0,81-37-9.4150,30-31-29.680
160030601,1703 MEMORY LN.,JACKSONVILLE,DUVAL,0,0,81-45-13.730,30-17-16.317
160033001,10514 BURRIS DRIVE,JACKSONVILLE,DUVAL,0,1,81-31-36.264,30-19-35.652
160036301,5136 SAN JOSE BOULEVARD,JACKSONVILLE,DUVAL,0,0,81-38-53.988,30-15-50.076
160042901,6859 PHILIPS HWY,JACKSONVILLE,DUVAL,0,0,81-36-10.728,30-14-52.890
160046501,8138 COCOA AVE.,JACKSONVILLE,DUVAL,0,0,81-34-17.850,30-18-58.536
160049701,9613 RAGSDALE,JACKSONVILLE,DUVAL,0,0,81-35-6.2200,30-12-13.350
160052401,7210 SILVERLAKE TERR.,JACKSONVILLE,DUVAL,0,0,81-34-56.970,30-18-41.082
160053801,7221 SILVERLAKE TERR.,JACKSONVILLE,DUVAL,0,0,81-34-58.450,30-18-41.988
160057901,8101 103RD ST.,JACKSONVILLE,DUVAL,0,2,81-47-3.8000,30-14-53.274
320371001,4309 BELLAMY BRIDGE RD,MARIANNA,JACKSON,0,4,85-14-11.600,30-51-52.900
320395801,4996 BLUE SPRINGS RD,MARIANNA,JACKSON,135,2,85-10-43.893,30-47-1.5910
320411501,BASSWOOD RD,BASCOM,JACKSON,115,6,85-7 -14.402,30-55-17.502
320411801,3802 SWEET POND RD,GREENWOOD,JACKSON,0,4,85-2 -23.076,30-50-22.320
320415101,6102 HARTSFIELD RD,MARIANNA,JACKSON,100,4,85-5 -10.000,30-49-34.100
320418001,4890 FLYNT DRIVE,MARIANNA,JACKSON,0,0,85-11-16.970,30-45-26.800
320420001,4910 FLYNT,MARIANNA,JACKSON,0,0,85-11-10.640,30-45-30.640
320420101,4884 ARROWHEAD DR,MARIANNA,JACKSON,0,0,85-11-16.450,30-45-23.180
320422901,4984 FLYNT DR,MARIANNA,JACKSON,0,0,85-10-52.360,30-45-42.690
320436301,6504 BLUE SPRINGS RD,GREENWOOD,JACKSON,0,0,85-3 -21.820,30-49-18.330
330000801,"RT. 3, BOX 113 C-1",MONTICELLO,JEFFERSON,0,0,83-52-27.774,30-31-33.963
350003201,P.O. BOX 821,OCOEE,LAKE,0,0,81-41-7.8850,28-33-20.328
350007701,12346 E. REDWING,CLERMONT,LAKE,295,0,81-49-55.132,28-33-32.196
350009901,"RT. 3, BOX 133-A",CLERMONT,LAKE,0,0,81-45-23.460,28-30-22.883
350012304,315 W. MAIN STREET,TAVARES,LAKE,0,0,81-43-42.655,28-27-12.566
350014401,28308 CHURCHILL SMITH LANE,MOUNT DORA,LAKE,226,0,81-39-59.718,28-45-34.321
350018601,10735 PRIEBE ROAD,CLERMONT,LAKE,0,0,81-46-37.749,28-30-11.430
350021701,15550 JOHNS LAKE RD.,CLERMONT,LAKE,0,0,81-41-48.634,28-31-30.233
350022201,10435 LAKE LOUISA ROAD,CLERMONT,LAKE,0,0,81-44-22.164,28-30-2.9220
350022501,"RT. 3, BOX 97",CLERMONT,LAKE,0,0,81-45-48.510,28-31-1.8690
350029901,106 PRESTWICK,SORRENTO,LAKE,0,0,81-31-11.318,28-47-49.808
350031501,"RT. 2, BOX 137M",WINTER GARDEN,LAKE,0,0,81-40-43.112,28-33-37.226
